'Year SSP119        SSP126       SSP245     SSP370     SSP434     SSP460      SSP585      SSP534-over  RCP2.6     RCP4.5     RCP6.0      RCP8.5
1946  0.46553064    0.46553064   0.4655306  0.4655306  0.4655306  0.4655306   0.4645296   0.4655306    0.4788693  0.4788693  0.4788693   0.4788693
1947  0.47323455    0.47323455   0.4732345  0.4732345  0.4732345  0.4732345   0.4722337   0.4732345    0.4838552  0.4838552  0.4838552   0.4838552
1948  0.47612486    0.47612486   0.4761248  0.4761248  0.4761248  0.4761248   0.4746066   0.4761248    0.4836163  0.4836163  0.4836163   0.4836163
1949  0.48461246    0.48461246   0.4846124  0.4846124  0.4846124  0.4846124   0.4833847   0.4846124    0.4963510  0.4963510  0.4963510   0.4963510
1950  0.47808707    0.47808707   0.4780870  0.4780870  0.4780870  0.4780870   0.4763046   0.4780870    0.4780509  0.4780509  0.4780509   0.4780509
1951  0.4822001     0.4822001    0.4822001  0.4822001  0.4822001  0.4822001   0.4812862   0.4822001    0.4898010  0.4898010  0.4898010   0.4898010
1952  0.48343788    0.48343788   0.4834378  0.4834378  0.4834378  0.4834378   0.4826112   0.4834378    0.4948640  0.4948640  0.4948640   0.4948640
1953  0.48552331    0.48552331   0.4855233  0.4855233  0.4855233  0.4855233   0.4847652   0.4855233    0.5003406  0.5003406  0.5003406   0.5003406
1954  0.48596193    0.48596193   0.4859619  0.4859619  0.4859619  0.4859619   0.4849331   0.4859619    0.5010369  0.5010369  0.5010369   0.5010369
1955  0.49423732    0.49423732   0.4942373  0.4942373  0.4942373  0.4942373   0.4935535   0.4942373    0.5126755  0.5126755  0.5126755   0.5126755
1956  0.50035164    0.50035164   0.5003516  0.5003516  0.5003516  0.5003516   0.4992350   0.5003516    0.5180926  0.5180926  0.5180926   0.5180926
1957  0.50752608    0.50752608   0.5075260  0.5075260  0.5075260  0.5075260   0.5057265   0.5075260    0.5222700  0.5222700  0.5222700   0.5222700
1958  0.52178267    0.52178267   0.5217826  0.5217826  0.5217826  0.5217826   0.5204977   0.5217826    0.5403181  0.5403181  0.5403181   0.5403181
1959  0.5302015     0.5302015    0.5302015  0.5302015  0.5302015  0.5302015   0.5294249   0.5302015    0.5545171  0.5545171  0.5545171   0.5545171
1960  0.53477156    0.53477156   0.5347715  0.5347715  0.5347715  0.5347715   0.5340661   0.5347715    0.5599349  0.5599349  0.5599349   0.5599349
1961  0.53189066    0.53189066   0.5318906  0.5318906  0.5318906  0.5318906   0.5307680   0.5318906    0.5368607  0.5368607  0.5368607   0.5368607
1962  0.53023141    0.53023141   0.5302314  0.5302314  0.5302314  0.5302314   0.5294702   0.5302314    0.5310702  0.5310702  0.5310702   0.5310702
1963  0.47068499    0.47068499   0.4706849  0.4706849  0.4706849  0.4706849   0.4692913   0.4706849    0.4984325  0.4984325  0.4984325   0.4984325
1964  0.36828283    0.36828283   0.3682828  0.3682828  0.3682828  0.3682828   0.3677082   0.3682828    0.2347504  0.2347504  0.2347504   0.2347504
1965  0.37775921    0.37775921   0.3777592  0.3777592  0.3777592  0.3777592   0.3775244   0.3777592    0.2277134  0.2277134  0.2277134   0.2277134
1966  0.43862084    0.43862084   0.4386208  0.4386208  0.4386208  0.4386208   0.4384849   0.4386208    0.3353192  0.3353192  0.3353192   0.3353192
1967  0.48169468    0.48169468   0.4816946  0.4816946  0.4816946  0.4816946   0.4811689   0.4816946    0.412457   0.412457   0.412457    0.412457
1968  0.50254832    0.50254832   0.5025483  0.5025483  0.5025483  0.5025483   0.5029465   0.5025483    0.46297    0.46297    0.46297     0.46297
1969  0.52764487    0.52764487   0.5276448  0.5276448  0.5276448  0.5276448   0.5283613   0.5276448    0.4262863  0.4262863  0.4262863   0.4262863
1970  0.54910128    0.54910128   0.5491012  0.5491012  0.5491012  0.5491012   0.5497376   0.5491012    0.4570657  0.4570657  0.4570657   0.4570657
1971  0.56299602    0.56299602   0.5629960  0.5629960  0.5629960  0.5629960   0.5640342   0.5629960    0.5159707  0.5159707  0.5159707   0.5159707
1972  0.56470586    0.56470586   0.5647058  0.5647058  0.5647058  0.5647058   0.5647685   0.5647058    0.5444579  0.5444579  0.5444579   0.5444579
1973  0.59829347    0.59829347   0.5982934  0.5982934  0.5982934  0.5982934   0.5996110   0.5982934    0.5830965  0.5830965  0.5830965   0.5830965
1974  0.61539696    0.61539696   0.6153969  0.6153969  0.6153969  0.6153969   0.6162231   0.6153969    0.5830493  0.5830493  0.5830493   0.5830493
1975  0.62008261    0.62008261   0.6200826  0.6200826  0.6200826  0.6200826   0.6218035   0.6200826    0.5809761  0.5809761  0.5809761   0.5809761
1976  0.60984082    0.60984082   0.6098408  0.6098408  0.6098408  0.6098408   0.6111643   0.6098408    0.5635463  0.5635463  0.5635463   0.5635463
1977  0.64237123    0.64237123   0.6423712  0.6423712  0.6423712  0.6423712   0.6437242   0.6423712    0.6128180  0.6128180  0.6128180   0.6128180
1978  0.67332226    0.67332226   0.6733222  0.6733222  0.6733222  0.6733222   0.6747099   0.6733222    0.6584805  0.6584805  0.6584805   0.6584805
1979  0.70359375    0.70359375   0.7035937  0.7035937  0.7035937  0.7035937   0.7053780   0.7035937    0.6731272  0.6731272  0.6731272   0.6731272
1980  0.72560975    0.72560975   0.7256097  0.7256097  0.7256097  0.7256097   0.7274915   0.7256097    0.7113711  0.7113711  0.7113711   0.7113711
1981  0.74724953    0.74724953   0.7472495  0.7472495  0.7472495  0.7472495   0.7498095   0.7472495    0.7492712  0.7492712  0.7492712   0.7492712
1982  0.73069475    0.73069475   0.7306947  0.7306947  0.7306947  0.7306947   0.7316785   0.7306947    0.7436347  0.7436347  0.7436347   0.7436347
1983  0.73596075    0.73596075   0.7359607  0.7359607  0.7359607  0.7359607   0.7381350   0.7359607    0.6435885  0.6435885  0.6435885   0.6435885
1984  0.71677375    0.71677375   0.7167737  0.7167737  0.7167737  0.7167737   0.719442    0.7167737    0.6554880  0.6554880  0.6554880   0.6554880
1985  0.73666969    0.73666969   0.7366696  0.7366696  0.7366696  0.7366696   0.7394481   0.7366696    0.7025285  0.7025285  0.7025285   0.7025285
1986  0.75521644    0.75521644   0.7552164  0.7552164  0.7552164  0.7552164   0.7579114   0.7552164    0.7324752  0.7324752  0.7324752   0.7324752
1987  0.75731091    0.75731091   0.7573109  0.7573109  0.7573109  0.7573109   0.7581593   0.7573109    0.7280973  0.7280973  0.7280973   0.7280973
1988  0.77817847    0.77817847   0.7781784  0.7781784  0.7781784  0.7781784   0.7787355   0.7781784    0.7491363  0.7491363  0.7491363   0.7491363
1989  0.8194314     0.8194314    0.8194314  0.8194314  0.8194314  0.8194314   0.8220213   0.8194314    0.8024949  0.8024949  0.8024949   0.8024949
1990  0.83973965    0.83973965   0.8397396  0.8397396  0.8397396  0.8397396   0.8427776   0.8397396    0.8322022  0.8322022  0.8322022   0.8322022
1991  0.80140914    0.80140914   0.8014091  0.8014091  0.8014091  0.8014091   0.8016120   0.8014091    0.8046363  0.8046363  0.8046363   0.8046363
1992  0.7327117     0.7327117    0.7327117  0.7327117  0.7327117  0.7327117   0.7356638   0.7327117    0.5480336  0.5480336  0.5480336   0.5480336
1993  0.62426457    0.62426457   0.6242645  0.6242645  0.6242645  0.6242645   0.6262446   0.6242645    0.5131277  0.5131277  0.5131277   0.5131277
1994  0.642901      0.642901     0.642901   0.642901   0.642901   0.642901    0.6422493   0.642901     0.5753948  0.5753948  0.5753948   0.5753948
1995  0.70721599    0.70721599   0.7072159  0.7072159  0.7072159  0.7072159   0.7052652   0.7072159    0.6302473  0.6302473  0.6302473   0.6302473
1996  0.77184711    0.77184711   0.7718471  0.7718471  0.7718471  0.7718471   0.7729064   0.7718471    0.7173267  0.7173267  0.7173267   0.7173267
1997  0.78556893    0.78556893   0.7855689  0.7855689  0.7855689  0.7855689   0.7841776   0.7855689    0.7228845  0.7228845  0.7228845   0.7228845
1998  0.80817351    0.80817351   0.8081735  0.8081735  0.8081735  0.8081735   0.8048903   0.8081735    0.7369860  0.7369860  0.7369860   0.7369860
1999  0.8593391     0.8593391    0.8593391  0.8593391  0.8593391  0.8593391   0.8582524   0.8593391    0.8096517  0.8096517  0.8096517   0.8096517
2000  0.9033282     0.9033282    0.9033282  0.9033282  0.9033282  0.9033282   0.9049844   0.9033282    0.8834134  0.8834134  0.8834134   0.8834134
2001  0.93361178    0.93361178   0.9336117  0.9336117  0.9336117  0.9336117   0.9365450   0.9336117    0.9308978  0.9308978  0.9308978   0.9308978
2002  0.94887282    0.94887282   0.9488728  0.9488728  0.9488728  0.9488728   0.9505695   0.9488728    0.9435860  0.9435860  0.9435860   0.9435860
2003  0.97002218    0.97002218   0.9700221  0.9700221  0.9700221  0.9700221   0.9719327   0.9700221    0.9686750  0.9686750  0.9686750   0.9686750
2004  0.98220669    0.98220669   0.9822066  0.9822066  0.9822066  0.9822066   0.9835622   0.9822066    0.9790856  0.9790856  0.9790856   0.9790856
2005  0.99047705    0.99047705   0.9904770  0.9904770  0.9904770  0.9904770   0.9907294   0.9904770    0.9829535  0.9829550  0.9829553   0.9829536
2006  1.018404900   1.018404900  1.0184049  1.0184049  1.0184049  1.0184049   1.0205961   1.0184049    1.0265450  1.0266523  1.026633    1.0265277
2007  1.0194545     1.0194545    1.0194545  1.0194545  1.0194545  1.0194545   1.0199963   1.0194545    0.9777792  0.9779262  0.9779128   0.9777809
2008  1.0588354     1.0588354    1.0588354  1.0588354  1.0588354  1.0588354   1.0628007   1.0588354    1.0258399  1.0259893  1.0260003   1.0259372
2009  1.084947100   1.084947100  1.0849471  1.0849471  1.0849471  1.0849471   1.0902708   1.0849471    1.0593726  1.0593396  1.0593786   1.0596916
2010  1.0810956     1.0810956    1.0810956  1.0810956  1.0810956  1.0810956   1.0831378   1.0810956    1.0414713  1.0408901  1.0409601   1.0421120
2011  1.125719199   1.125719199  1.1257191  1.1257191  1.1257191  1.1257191   1.1307832   1.1257191    1.1024187  1.101099   1.1012001   1.1034303
2012  1.1491591     1.1491591    1.1491591  1.1491591  1.1491591  1.1491591   1.1543617   1.1491591    1.1272476  1.1251563  1.1252193   1.1291506
2013  1.184940699   1.184940699  1.1849406  1.1849406  1.1849406  1.1849406   1.1913721   1.1849406    1.1627667  1.1601608  1.1600255   1.1662914
2014  1.2062742     1.2062742    1.2062742  1.2062742  1.2062742  1.2062742   1.2009965   1.2062742    1.1755351  1.1727783  1.1722486   1.1816174
2015  1.219253899   1.2192795    1.2191842  1.2187282  1.2190883  1.2190883   1.2077539   1.2188402    1.1792287  1.1767581  1.1756187   1.1888351
2016  1.2395181     1.239602600  1.2376271  1.2346544  1.2355846  1.2355847   1.2229558   1.2370896    1.1918879  1.1915666  1.1879598   1.2058728
2017  1.262851300   1.2629374    1.2588714  1.2533931  1.2545351  1.2545351   1.2425083   1.2587635    1.2073169  1.2100553  1.2031748   1.2265449
2018  1.2869589     1.286970899  1.2808687  1.2729721  1.2740379  1.2740378   1.2636822   1.2816251    1.2239771  1.2304928  1.2197669   1.249339
2019  1.3111734     1.3110249    1.3030653  1.2929049  1.2935841  1.2935841   1.2856768   1.3050604    1.2419215  1.2528069  1.2377584   1.2743076
2020  1.3388572     1.3379178    1.328073   1.3164394  1.3167451  1.3168523   1.3113044   1.3319676    1.2655775  1.2805033  1.2613106   1.3057282
2021  1.3698188     1.3670619    1.3551077  1.3432203  1.343193   1.3434823   1.3400444   1.3618756    1.2943213  1.3125934  1.2896819   1.3429387
2022  1.4021025     1.397676199  1.38406    1.3721045  1.371543   1.3724484   1.3709847   1.3939108    1.3218739  1.3436943  1.3170253   1.3797754
2023  1.4331518     1.4273817    1.4124715  1.4007918  1.3991118  1.4013191   1.4019885   1.4259356    1.3466866  1.3724136  1.3419309   1.4147326
2024  1.4620554     1.4553708    1.4395114  1.4284996  1.4249433  1.4292604   1.4323415   1.4572411    1.3679183  1.3979556  1.3636116   1.446963
2025  1.4875518     1.480409600  1.4637197  1.4539576  1.4474897  1.4547444   1.4607988   1.4865906    1.3847448  1.4195049  1.3812636   1.4756109
2026  1.5118341     1.5047187    1.4872197  1.4793763  1.4688212  1.4798559   1.4895732   1.5162058    1.3990603  1.4389662  1.3967906   1.5025511
2027  1.5346982     1.528148399  1.5100436  1.5046389  1.4889548  1.5046636   1.5185476   1.5459783    1.4132468  1.4587374  1.4125921   1.530161
2028  1.5575673     1.5521549    1.5337396  1.5312115  1.5094288  1.5307363   1.5491902   1.5773805    1.4278271  1.4793566  1.4291992   1.5589632
2029  1.579159      1.575474600  1.5570966  1.5578372  1.529018   1.5568632   1.5802403   1.6091601    1.4426246  1.500651   1.4464388   1.5887746
2030  1.5979902     1.597712899  1.5811738  1.5853815  1.5485389  1.5837157   1.6118785   1.641536     1.4578419  1.5225816  1.4638123   1.6197632
2031  1.61263       1.6180351    1.6059028  1.6136553  1.5677806  1.6110247   1.6436368   1.6740596    1.4781046  1.5497505  1.4857076   1.6566419
2032  1.6267426     1.638704399  1.6317251  1.6433227  1.5875821  1.6396001   1.6769832   1.7081727    1.5031762  1.5819821  1.5124514   1.6991207
2033  1.641799300   1.660907800  1.6598575  1.6756018  1.6093104  1.6706482   1.7132473   1.745196     1.5270225  1.6133162  1.5382521   1.7413162
2034  1.6582999     1.685013399  1.6906508  1.7108466  1.6333936  1.7045241   1.7528465   1.7855459    1.5480502  1.6421593  1.5616159   1.7816528
2035  1.671917199   1.706669100  1.7197482  1.7446792  1.6554876  1.7368733   1.7914398   1.8248807    1.5653915  1.6676404  1.5817218   1.8192587
2036  1.684840100   1.7280291    1.7492811  1.7792138  1.6777396  1.7698203   1.8311624   1.86533      1.5782145  1.6889179  1.5977659   1.8532889
2037  1.6939482     1.745854399  1.7759691  1.8111867  1.6969121  1.8000866   1.868759    1.9036349    1.5884226  1.707891   1.6116692   1.8856328
2038  1.702239899   1.7630767    1.8027098  1.8435032  1.7159355  1.8305699   1.9071349   1.9427018    1.598424   1.7269749  1.6258535   1.918706
2039  1.7074786     1.777415300  1.8272028  1.8738631  1.7325233  1.8589685   1.9439912   1.9802306    1.6087544  1.7467099  1.6408653   1.9530547
2040  1.711486100   1.789961600  1.8505707  1.9034080  1.7479961  1.8864906   1.9803932   2.0181568    1.6187419  1.7669431  1.6568215   1.9883752
2041  1.7151413     1.801434699  1.87352    1.9328881  1.7631613  1.9139103   2.0171993   2.0579521    1.6281367  1.7876282  1.6738051   2.0245408
2042  1.719396899   1.813199100  1.8974008  1.9635468  1.7791278  1.9423540   2.0554665   2.098531     1.6419076  1.8132707  1.6961372   2.0662854
2043  1.724328399   1.825453199  1.9222914  1.9955174  1.7959789  1.9719206   2.095426    2.1393217    1.6600631  1.8437922  1.7237173   2.11361
2044  1.730188399   1.838479000  1.9484395  2.029065   1.8139656  2.0028609   2.1373772   2.1802175    1.6767638  1.8732296  1.7505987   2.1605640
2045  1.738517100   1.8539032    1.977354   2.0657006  1.8345904  2.0366823   2.1828357   2.2225109    1.6905086  1.8999629  1.7751781   2.2054752
2046  1.7469457     1.8693621    2.0065996  2.1029875  1.8554109  2.0709493   2.2293631   2.2636037    1.7004863  1.9231939  1.7966186   2.2475102
2047  1.7556845     1.885067399  2.0363397  2.1410697  1.876598   2.1058209   2.2771455   2.3036054    1.7059037  1.9421323  1.8141532   2.2858571
2048  1.7623077     1.898597399  2.0641182  2.1775402  1.8956956  2.1388375   2.323778    2.3400423    1.7087116  1.9587302  1.8297363   2.3224587
2049  1.7655181     1.9086477    2.0885819  2.2110953  1.9113651  2.1686514   2.3679113   2.3715186    1.7113569  1.9754532  1.8458191   2.3597995
2050  1.765024100   1.915400600  2.1100722  2.242318   1.9239747  2.1958738   2.409662    2.3979026    1.7139247  1.9929743  1.8630961   2.3983839
2051  1.763283599   1.921493399  2.1314682  2.2741604  1.9363016  2.2234175   2.4516446   2.4216062    1.7160953  2.0111547  1.8814378   2.4379945
2052  1.761051299   1.927219499  2.1526695  2.3062270  1.9483939  2.2509672   2.4941929   2.4433032    1.7182263  2.0298036  1.9006849   2.4786512
2053  1.758687800   1.9328002    2.1738807  2.3387507  1.9604846  2.2786957   2.5374421   2.4632609    1.7250706  2.053448   1.9254323   2.5249639
2054  1.757480700   1.9394643    2.1963182  2.3729617  1.9738053  2.3078025   2.5825937   2.4827601    1.7366207  2.0820083  1.9556269   2.5769419
2055  1.758241400   1.9479977    2.2207687  2.4096496  1.9891436  2.3390644   2.6304426   2.5026431    1.7469752  2.1094934  1.9853083   2.6285731
2056  1.760381100   1.957794900  2.2466258  2.4482033  2.0058941  2.3718687   2.6803877   2.5223394    1.7545805  2.1342567  2.0128603   2.6781157
2057  1.7609216     1.9658502    2.2708597  2.4855772  2.0210472  2.4031717   2.7293733   2.5388296    1.7586146  2.1554165  2.0374125   2.7246367
2058  1.761045899   1.9733255    2.2946058  2.5228865  2.0357552  2.4340929   2.7785002   2.5532465    1.758275   2.1721383  2.0581322   2.7672647
2059  1.7608862     1.980347300  2.3179999  2.5602593  2.0501471  2.4647650   2.8279076   2.5657508    1.7555115  2.186357   2.0769485   2.8079202
2060  1.758073      1.984489     2.3388037  2.5954665  2.0615721  2.4929092   2.8755474   2.5739174    1.7531103  2.2005772  2.0967616   2.8489836
2061  1.7539786     1.9871286    2.3584727  2.6299344  2.0712787  2.5199203   2.9230028   2.5790900    1.7517657  2.2153928  2.1183586   2.8910271
2062  1.749495300   1.989118399  2.3776817  2.6643612  2.0804018  2.5465254   2.9705957   2.5824084    1.751018   2.2305865  2.1411912   2.9339812
2063  1.745520899   1.9913995    2.3973366  2.6996445  2.0898749  2.5736049   3.019294    2.5851432    1.7508008  2.2460635  2.165104    2.9777327
2064  1.741952999   1.9938895    2.4173436  2.7356866  2.0996179  2.6010522   3.0690324   2.5873889    1.7557003  2.266429   2.1946748   3.0269314
2065  1.739258000   1.997059399  2.4381668  2.7729484  2.1101056  2.629325    3.1202779   2.5897074    1.7656272  2.2916494  2.2298539   3.0816592
2066  1.738994299   2.0024768    2.4613856  2.8130178  2.1229201  2.6600047   3.1746364   2.5937444    1.7746241  2.3157296  2.2646382   3.1358627
2067  1.739671899   2.0086615    2.4855283  2.8544299  2.1365885  2.6916232   3.230655    2.5980712    1.7811084  2.3369902  2.2973444   3.1876766
2068  1.739842199   2.0141515    2.5091033  2.8956676  2.1496453  2.7226759   3.2867944   2.6012186    1.7842289  2.3545456  2.3270797   3.2361357
2069  1.7380291     2.017456499  2.5305902  2.9351728  2.1605932  2.7516219   3.3414623   2.60168      1.7831675  2.3675651  2.3529936   3.280355
2070  1.7344962     2.0188221    2.5499774  2.9729846  2.1698362  2.7787056   3.3947771   2.5991974    1.7797608  2.3780227  2.3767537   3.322179
2071  1.7295516     2.018566     2.56746    3.0093655  2.1777662  2.8043081   3.4471046   2.5938371    1.7764224  2.3884142  2.4007207   3.364147
2072  1.7247874     2.0182444    2.5849057  3.0460754  2.1857550  2.8298978   3.4999951   2.5879734    1.7738054  2.3992818  2.4256431   3.407019
2073  1.7201877     2.017848     2.6023009  3.0831952  2.1937577  2.855479    3.5534669   2.5818316    1.7717827  2.4104272  2.4513428   3.450651
2074  1.7151664     2.0167825    2.6190349  3.1201453  2.201161   2.8804414   3.6068951   2.5749223    1.7703208  2.4217654  2.4777395   3.4949711
2075  1.7104708     2.0157916    2.6358459  3.1576717  2.2086964  2.9055171   3.6609949   2.5680566    1.7740159  2.4379177  2.509459    3.5446888
2076  1.705848      2.014624     2.6524883  3.195544   2.2161075  2.9304612   3.7155275   2.5610315    1.7827867  2.4588701  2.5465153   3.5999854
2077  1.702211899   2.0141947    2.6698881  3.2346971  2.2243065  2.9562001   3.7714214   2.5547975    1.7906808  2.4786071  2.5828944   3.6547792
2078  1.7000833     2.0150308    2.6885963  3.2757072  2.2338294  2.9832931   3.8292702   2.5499199    1.7961241  2.4954283  2.6168666   3.7070807
2079  1.698832      2.016504300  2.7079909  3.3179619  2.2440474  3.0111217   3.8884673   2.5457818    1.7982749  2.5084521  2.6475223   3.7558526
2080  1.6973932     2.0176266    2.7271054  3.3604274  2.2549667  3.0385172   3.9482606   2.5413536    1.7961143  2.516156   2.6737613   3.800422
2081  1.6947177     2.0173137    2.7448957  3.4019418  2.2659629  3.0643352   4.0077212   2.5354131    1.7914952  2.5202273  2.6973639   3.8428254
2082  1.691240100   2.0160542    2.761632   3.4428883  2.276386   3.0890627   4.0665518   2.5286049    1.7870624  2.5239314  2.7209116   3.8855281
2083  1.6860926     2.0130217    2.7764354  3.4823726  2.2851702  3.1118183   4.1237040   2.5200694    1.7833833  2.5281314  2.7448318   3.9292311
2084  1.6807323     2.009696099  2.7907592  3.5218376  2.2936787  3.1340557   4.1805401   2.5112731    1.7802955  2.5328012  2.7688571   3.9738062
2085  1.673761699   2.0047022    2.803225   3.5599258  2.3004731  3.1544114   4.2356735   2.500846     1.7777468  2.5379495  2.7928674   4.0191724
2086  1.6667213     1.9995878    2.8153580  3.5981555  2.3070458  3.1744144   4.2905723   2.4903310    1.7803297  2.5482572  2.8214897   4.0700739
2087  1.660498      1.995255899  2.8280903  3.6374980  2.314286   3.1950206   4.3462337   2.4806525    1.7879569  2.5637513  2.8547484   4.1267467
2088  1.654766800   1.9913963    2.8411212  3.6776839  2.3218682  3.2159487   4.4024065   2.4715024    1.7946734  2.5784276  2.8865984   4.1830650
2089  1.650566899   1.989051299  2.8554993  3.7197734  2.3308236  3.2382582   4.4601587   2.4639227    1.798909   2.5905918  2.9152478   4.2369235
2090  1.6482516     1.9886769    2.8712847  3.7640928  2.341103   3.2618807   4.5198285   2.4579963    1.7999609  2.5993652  2.9397219   4.2870099
2091  1.6463211     1.988795100  2.8868402  3.8090987  2.3510666  3.2851343   4.5799575   2.4521439    1.7970741  2.6039293  2.9591777   4.3322655
2092  1.645208000   1.989813699  2.9028812  3.8552178  2.3614732  3.3087934   4.6408192   2.4470621    1.7920705  2.6062458  2.9757216   4.374781
2093  1.641140399   1.9879913    2.9156546  3.898595   2.3685727  3.3291      4.6984954   2.4390061    1.7873737  2.6088266  2.9920707   4.4172464
2094  1.634600399   1.9838037    2.9255689  3.9394772  2.3728015  3.3464142   4.7530898   2.4284237    1.7835271  2.6122827  3.0089792   4.4604754
2095  1.6271977     1.9788881    2.9342984  3.9795334  2.3758102  3.3624254   4.8062767   2.4169695    1.7803547  2.6164542  3.0263527   4.5043749
2096  1.6188979     1.9732332    2.9418834  4.0188562  2.3776097  3.3772029   4.8581951   2.4046540    1.7777936  2.6212754  3.044162    4.5488804
2097  1.611193399   1.968337099  2.9498592  4.0590089  2.3797115  3.3922997   4.9104665   2.3929857    1.7804286  2.6313885  3.0671025   4.5987825
2098  1.6036603     1.9637764    2.9578395  4.0996556  2.3817049  3.4073511   4.9628208   2.3815513    1.7881685  2.6467906  3.0952702   4.654446
2099  1.5975633     1.960817499  2.9671024  4.1420917  2.384864   3.4236489   5.0165714   2.3716157    1.7950581  2.6614522  3.1226335   4.709702
2100  1.5924985     1.958570500  2.9774078  4.186425   2.3871928  3.4411973   5.0710207   2.3633724    1.7987785  2.6732709  3.1469497   4.7615475
                                                                                                       
