# This file was generated by IID.py   Author: Bryn Gibson  Date: 2021-01-28 19:20:04.904030
# This file contains probabilities corresponding to stories in the directory example_storylines 
# Stories with a probability of 0 is likely due to the story having a combination of prescribed class transitions 
# that were never experienced in the Weather@home batch 793 dataset or had a prescribed irrigation restriction value
# that was greater than restriction values in restriction_record.csv 
# Column(A): File ; story file name 
# Column(B): Prob ; The product of the probabilities of each transition and restriction values
file,prob
v1.csv,0.0
v2.csv,0.0
v3.csv,0.0
v4.csv,0.0
v5.csv,0.0
v6.csv,1.4671413906233302e-11
v7.csv,4.877455493388012e-13
v8.csv,0.0
