# Generated by vcsn_npz_to_csv.ipynb    Author Bryn Gibson # depreciated due to error in detrending by BS
# This file contains vcsn data detrended by SWG Full Package 
# The data is for the coordinates lat_val: -43.372 lon_val: 172.333 
date,pr,tasmax,tasmin,rsds,evspsblpot
2001-02-27,0.0,295.98144934367843,286.5636937664133,221.8811449505727,4.345857964708244e-05
2001-02-28,0.0,301.28148979453414,286.0637049161316,250.81650535451993,5.2717878172497255e-05
2001-03-01,1.20907670861925e-05,301.7815119348429,286.3637038588186,198.73315848307658,5.271789853948765e-05
2001-03-02,0.0,288.9815157646048,284.5637272155682,98.03859792755117,2.725490124232678e-05
2001-03-03,0.0,288.4815379049136,282.2637200547396,94.56647236958437,1.6838231407352946e-05
2001-03-04,0.0,294.2815783557692,276.2637312044579,254.28914814218396,3.65142237727108e-05
2001-03-05,0.0,292.1815943925624,280.8637484576918,145.49272754027186,2.609755029975816e-05
2001-03-06,0.0,291.6816165328712,280.9637657109257,77.20563768787144,1.568088046478433e-05
2001-03-07,0.0,296.4816264661487,283.2637646536128,248.50242539894762,4.461615462654541e-05
2001-03-08,5.2602503274101764e-05,296.7816669170044,280.7637758033311,211.46538895230893,3.651430524067238e-05
2001-03-09,0.0,286.78168905731314,281.863793056565,106.14118972490854,1.7995763833845722e-05
2001-03-10,0.0,289.98169288707504,281.56381641331456,147.8080488471175,2.609765213471014e-05
2001-03-11,0.0,292.9817150273838,278.263809252486,240.4009562481351,3.767177474720457e-05
2001-03-12,0.0,294.381731064177,279.9638326092355,211.4658027360667,3.535697466509416e-05
2001-03-13,0.0,297.9817593080014,282.56384986246945,116.5582981497796,3.8829227524725166e-05
2001-03-14,0.0,294.68179365534144,284.6638365981253,203.36414195216435,3.998665629727656e-05
2001-03-15,0.0,289.78182189916583,280.4638660583904,87.62325571304521,1.4523654452642185e-05
2001-03-16,0.0,292.48182572892773,279.06388331162435,210.30880685185573,2.841259478575332e-05
2001-03-17,0.0,291.0818539727522,278.8638822543114,102.66979591791238,1.4523695186622975e-05
2001-03-18,0.0,294.2818883200922,283.76388730051406,187.16082038435962,3.304227641793573e-05
2001-03-19,0.0,294.281910460401,281.9639106572636,138.5497025168225,2.1468196358411483e-05
2001-03-20,0.0,294.0819203936785,278.2639095999507,227.67036565514476,3.072749670281571e-05
2001-03-21,0.0,295.48193643047165,281.4639329567002,213.78156834424829,3.651457001154752e-05
2001-03-22,0.0,299.58196467429605,281.66392579587165,196.42052677065647,3.7671998784098923e-05
2001-03-23,0.0,295.2819990216361,282.3639491526212,196.42063021659592,3.5357198701988505e-05
2001-03-24,0.0,295.6820150584293,284.26395419882385,164.01323244183223,3.419981066341791e-05
2001-03-25,0.0,301.68203719873804,284.9639775555734,179.05967683015447,4.5773929637933525e-05
2001-03-26,0.0,299.98204713201557,284.16397039474487,150.12452331808612,4.114430910672231e-05
2001-03-27,0.0,299.1820814793556,289.76398764797875,197.57843840953336,5.850548102297935e-05
2001-03-28,0.0,294.8820853091175,287.06401710824395,162.85625181641032,6.082032183907056e-05
2001-03-29,0.0,290.98211355294194,283.26400994741533,197.57864530141228,4.6931419511456106e-05
2001-03-30,0.0,291.4821356932507,275.4640333041649,203.36579708719546,3.1885108778280665e-05
