0=normal temp: -1=cold; ; 1=hot; Precip: -1=wet; 1=dry; rest: 1=anomalous restrictions. prev_{} = previous months data  
month,year,temp,precip,rest,rest_cum,prev_temp,prev_precip,prev_rest,prev_rest_cum
6,1998,-1.0,-1.0,0.0,4.319377157604531,0.0,0.0,0.0,4.393702218044931
7,1998,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,4.319377157604531
8,1998,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
9,1998,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0
10,1998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11,1998,0.0,1.0,0.0,0.5163253941909587,0.0,0.0,0.0,0.0
12,1998,1.0,1.0,0.0,1.5629533104704387,0.0,1.0,0.0,0.5163253941909587
1,1999,1.0,0.0,1.0,14.397081110442903,1.0,1.0,0.0,1.5629533104704387
2,1999,1.0,1.0,1.0,23.976306610797035,1.0,0.0,1.0,14.397081110442903
3,1999,1.0,0.0,0.0,0.4668053127775591,1.0,1.0,1.0,23.976306610797035
4,1999,0.0,0.0,0.0,2.057444630465221,1.0,0.0,0.0,0.4668053127775591
5,1999,0.0,1.0,0.0,11.043570404612549,0.0,0.0,0.0,2.057444630465221
6,1999,-1.0,-1.0,0.0,3.249398445259775,0.0,1.0,0.0,11.043570404612549
7,1999,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,3.249398445259775
8,1999,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
9,1999,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
10,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1999,0.0,0.0,0.0,3.4184594565526507,0.0,0.0,0.0,0.0
1,2000,0.0,0.0,1.0,12.336514454976731,0.0,0.0,0.0,3.4184594565526507
2,2000,1.0,0.0,0.0,1.0665526794539468,0.0,0.0,1.0,12.336514454976731
3,2000,0.0,0.0,0.0,8.904807037608299,1.0,0.0,0.0,1.0665526794539468
4,2000,0.0,0.0,0.0,1.580763375985779,0.0,0.0,0.0,8.904807037608299
5,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.580763375985779
6,2000,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2000,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
8,2000,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
9,2000,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
10,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2000,1.0,1.0,0.0,1.0001855806323834,0.0,0.0,0.0,0.0
1,2001,0.0,0.0,1.0,11.228084646399784,1.0,1.0,0.0,1.0001855806323834
2,2001,1.0,1.0,1.0,25.35480626833015,0.0,0.0,1.0,11.228084646399784
3,2001,0.0,1.0,1.0,26.86774491381356,1.0,1.0,1.0,25.35480626833015
4,2001,0.0,1.0,1.0,26.92861561219,0.0,1.0,1.0,26.86774491381356
5,2001,0.0,0.0,0.0,23.47951961822317,0.0,1.0,1.0,26.92861561219
6,2001,-1.0,0.0,0.0,9.150748171994902,0.0,0.0,0.0,23.47951961822317
7,2001,-1.0,0.0,0.0,17.95734687543964,-1.0,0.0,0.0,9.150748171994902
8,2001,0.0,0.0,0.0,2.313256684671988,-1.0,0.0,0.0,17.95734687543964
9,2001,0.0,0.0,0.0,4.997376676526723,0.0,0.0,0.0,2.313256684671988
10,2001,0.0,0.0,0.0,2.900557311582638,0.0,0.0,0.0,4.997376676526723
11,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.900557311582638
12,2001,1.0,0.0,0.0,0.044127685552329196,0.0,0.0,0.0,0.0
1,2002,0.0,0.0,0.0,0.0428548039400377,1.0,0.0,0.0,0.044127685552329196
2,2002,0.0,0.0,0.0,4.613996952092077,0.0,0.0,0.0,0.0428548039400377
3,2002,0.0,1.0,0.0,7.693252055864198,0.0,0.0,0.0,4.613996952092077
4,2002,0.0,0.0,0.0,8.168418972051294,0.0,1.0,0.0,7.693252055864198
5,2002,0.0,1.0,0.0,17.82622874034599,0.0,0.0,0.0,8.168418972051294
6,2002,-1.0,-1.0,0.0,8.07636489389419,0.0,1.0,0.0,17.82622874034599
7,2002,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,8.07636489389419
8,2002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
9,2002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2003,1.0,0.0,0.0,2.426926517612981,0.0,1.0,0.0,0.0
2,2003,0.0,0.0,0.0,5.995343786699729,1.0,0.0,0.0,2.426926517612981
3,2003,0.0,1.0,1.0,23.76483595201479,0.0,0.0,0.0,5.995343786699729
4,2003,0.0,0.0,0.0,9.744503748618051,0.0,1.0,1.0,23.76483595201479
5,2003,0.0,0.0,0.0,5.0389924186847175,0.0,0.0,0.0,9.744503748618051
6,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0389924186847175
7,2003,-1.0,0.0,0.0,0.0263742753642877,0.0,0.0,0.0,0.0
8,2003,-1.0,0.0,0.0,4.845482957965846,-1.0,0.0,0.0,0.0263742753642877
9,2003,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,4.845482957965846
10,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2004,1.0,1.0,0.0,0.2143058876708223,1.0,1.0,0.0,0.0
2,2004,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2143058876708223
3,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2004,0.0,0.0,0.0,9.903863139024391,0.0,0.0,0.0,0.0
5,2004,0.0,0.0,0.0,4.16293104956475,0.0,0.0,0.0,9.903863139024391
6,2004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16293104956475
7,2004,-1.0,0.0,0.0,1.5599048998838887,-1.0,0.0,0.0,0.0
8,2004,-1.0,0.0,0.0,0.637111827570362,-1.0,0.0,0.0,1.5599048998838887
9,2004,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.637111827570362
10,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,2005,1.0,1.0,0.0,4.10994064017614,0.0,0.0,0.0,0.0
2,2005,1.0,0.0,0.0,13.39289594884786,1.0,1.0,0.0,4.10994064017614
3,2005,0.0,0.0,0.0,11.301968076328798,1.0,0.0,0.0,13.39289594884786
4,2005,0.0,0.0,0.0,4.416446743086637,0.0,0.0,0.0,11.301968076328798
5,2005,0.0,0.0,0.0,3.018779820408686,0.0,0.0,0.0,4.416446743086637
6,2005,-1.0,0.0,0.0,2.991050897715038,0.0,0.0,0.0,3.018779820408686
7,2005,0.0,0.0,0.0,3.081293994769278,-1.0,0.0,0.0,2.991050897715038
8,2005,0.0,1.0,0.0,3.2539880947960267,0.0,0.0,0.0,3.081293994769278
9,2005,0.0,0.0,0.0,2.3446464480396716,0.0,1.0,0.0,3.2539880947960267
10,2005,0.0,0.0,1.0,7.945257084916044,0.0,0.0,0.0,2.3446464480396716
11,2005,0.0,0.0,1.0,22.487418019330057,0.0,0.0,1.0,7.945257084916044
12,2005,1.0,0.0,1.0,19.550425998172305,0.0,0.0,1.0,22.487418019330057
1,2006,1.0,0.0,1.0,10.536468797719083,1.0,0.0,1.0,19.550425998172305
2,2006,0.0,0.0,1.0,19.428668093522006,1.0,0.0,1.0,10.536468797719083
3,2006,0.0,0.0,1.0,27.69138272562353,0.0,0.0,1.0,19.428668093522006
4,2006,0.0,1.0,0.0,9.361004187580797,0.0,0.0,1.0,27.69138272562353
5,2006,0.0,0.0,0.0,1.0262847059070375,0.0,1.0,0.0,9.361004187580797
6,2006,-1.0,0.0,0.0,0.23949837268299198,0.0,0.0,0.0,1.0262847059070375
7,2006,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.23949837268299198
8,2006,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
9,2006,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0
10,2006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2007,1.0,0.0,0.0,0.0162188604388298,0.0,0.0,0.0,0.0
2,2007,1.0,0.0,1.0,18.232299058841537,1.0,0.0,0.0,0.0162188604388298
3,2007,1.0,1.0,1.0,28.81491000388243,1.0,0.0,1.0,18.232299058841537
4,2007,0.0,0.0,1.0,27.09044662308135,1.0,1.0,1.0,28.81491000388243
5,2007,0.0,0.0,0.0,16.005064597488673,0.0,0.0,1.0,27.09044662308135
6,2007,-1.0,0.0,0.0,10.498766683254543,0.0,0.0,0.0,16.005064597488673
7,2007,-1.0,0.0,0.0,10.081115347121713,-1.0,0.0,0.0,10.498766683254543
8,2007,-1.0,0.0,0.0,10.538366374865126,-1.0,0.0,0.0,10.081115347121713
9,2007,0.0,0.0,1.0,7.307489720528059,-1.0,0.0,0.0,10.538366374865126
10,2007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.307489720528059
11,2007,0.0,0.0,0.0,3.31867046804176,0.0,0.0,0.0,0.0
12,2007,1.0,0.0,1.0,10.37535184999852,0.0,0.0,0.0,3.31867046804176
1,2008,1.0,1.0,1.0,25.067705362560886,1.0,0.0,1.0,10.37535184999852
2,2008,1.0,0.0,0.0,12.849578955706425,1.0,1.0,1.0,25.067705362560886
3,2008,1.0,1.0,1.0,21.598052195583563,1.0,0.0,0.0,12.849578955706425
4,2008,0.0,0.0,1.0,28.626563837455176,1.0,1.0,1.0,21.598052195583563
5,2008,0.0,0.0,0.0,26.14776818193345,0.0,0.0,1.0,28.626563837455176
6,2008,-1.0,0.0,0.0,19.642640411773623,0.0,0.0,0.0,26.14776818193345
7,2008,-1.0,-1.0,0.0,0.45487373518953567,-1.0,0.0,0.0,19.642640411773623
8,2008,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.45487373518953567
9,2008,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
10,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2008,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
12,2008,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,2009,1.0,1.0,1.0,15.032549002386219,1.0,0.0,0.0,0.0
2,2009,0.0,0.0,1.0,19.36488977521726,1.0,1.0,1.0,15.032549002386219
3,2009,0.0,1.0,0.0,15.306113797921357,0.0,0.0,1.0,19.36488977521726
4,2009,0.0,0.0,1.0,13.959855631448205,0.0,1.0,0.0,15.306113797921357
5,2009,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,13.959855631448205
6,2009,-1.0,0.0,0.0,0.6360112903844212,-1.0,-1.0,0.0,0.0
7,2009,-1.0,0.0,0.0,5.569012093967011,-1.0,0.0,0.0,0.6360112903844212
8,2009,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,5.569012093967011
9,2009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2009,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11,2009,0.0,1.0,0.0,0.2996491506493567,0.0,0.0,0.0,0.0
12,2009,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2996491506493567
1,2010,0.0,0.0,0.0,2.08905974452006,0.0,0.0,0.0,0.0
2,2010,1.0,0.0,1.0,24.654842951342154,0.0,0.0,0.0,2.08905974452006
3,2010,1.0,0.0,1.0,23.85714162337419,1.0,0.0,1.0,24.654842951342154
4,2010,0.0,1.0,1.0,18.74088887736637,1.0,0.0,1.0,23.85714162337419
5,2010,0.0,0.0,0.0,0.056094527487098096,0.0,1.0,1.0,18.74088887736637
6,2010,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.056094527487098096
7,2010,-1.0,0.0,0.0,1.838691094988639,-1.0,-1.0,0.0,0.0
8,2010,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.838691094988639
9,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2010,1.0,0.0,0.0,1.1738928915810325,0.0,1.0,0.0,0.0
12,2010,1.0,0.0,1.0,9.566844581300789,1.0,0.0,0.0,1.1738928915810325
1,2011,1.0,0.0,0.0,0.7644787221565084,1.0,0.0,1.0,9.566844581300789
2,2011,1.0,0.0,0.0,5.512248382721171,1.0,0.0,0.0,0.7644787221565084
3,2011,0.0,0.0,0.0,10.46073076873728,1.0,0.0,0.0,5.512248382721171
4,2011,0.0,0.0,0.0,7.952550350898485,0.0,0.0,0.0,10.46073076873728
5,2011,0.0,0.0,0.0,0.488074637704786,0.0,0.0,0.0,7.952550350898485
6,2011,-1.0,0.0,0.0,1.855312986398796,0.0,0.0,0.0,0.488074637704786
7,2011,-1.0,0.0,0.0,3.435477707319326,-1.0,0.0,0.0,1.855312986398796
8,2011,-1.0,0.0,0.0,1.6005010929538321,-1.0,0.0,0.0,3.435477707319326
9,2011,0.0,0.0,0.0,1.2443533535364875,-1.0,0.0,0.0,1.6005010929538321
10,2011,0.0,0.0,0.0,0.39954055341005235,0.0,0.0,0.0,1.2443533535364875
11,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39954055341005235
12,2011,0.0,0.0,0.0,2.152184639383351,0.0,0.0,0.0,0.0
1,2012,0.0,0.0,1.0,18.325792654936638,0.0,0.0,0.0,2.152184639383351
2,2012,0.0,0.0,1.0,21.203165852668523,0.0,0.0,1.0,18.325792654936638
3,2012,0.0,0.0,0.0,8.637446053320389,0.0,0.0,1.0,21.203165852668523
4,2012,0.0,0.0,1.0,21.34841479813148,0.0,0.0,0.0,8.637446053320389
5,2012,0.0,0.0,0.0,14.099870202807425,0.0,0.0,1.0,21.34841479813148
6,2012,-1.0,0.0,0.0,0.6660969202718067,0.0,0.0,0.0,14.099870202807425
7,2012,-1.0,0.0,0.0,0.713897322417833,-1.0,0.0,0.0,0.6660969202718067
8,2012,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.713897322417833
9,2012,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
10,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2012,1.0,0.0,0.0,0.4001528923237064,0.0,0.0,0.0,0.0
1,2013,1.0,0.0,0.0,1.7831743493449068,1.0,0.0,0.0,0.4001528923237064
2,2013,1.0,0.0,1.0,23.447268464285518,1.0,0.0,0.0,1.7831743493449068
3,2013,1.0,0.0,1.0,30.598414645747404,1.0,0.0,1.0,23.447268464285518
4,2013,0.0,0.0,1.0,19.06172772181053,1.0,0.0,1.0,30.598414645747404
5,2013,0.0,0.0,0.0,5.7822325096441975,0.0,0.0,1.0,19.06172772181053
6,2013,-1.0,-1.0,0.0,0.5802039328374924,0.0,0.0,0.0,5.7822325096441975
7,2013,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.5802039328374924
8,2013,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
9,2013,0.0,0.0,0.0,0.2118002420634991,0.0,0.0,0.0,0.0
10,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2118002420634991
11,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2013,0.0,0.0,0.0,0.8766378486417812,0.0,0.0,0.0,0.0
1,2014,0.0,1.0,0.0,2.63703500456171,0.0,0.0,0.0,0.8766378486417812
2,2014,1.0,0.0,1.0,26.762203527763035,0.0,1.0,0.0,2.63703500456171
3,2014,0.0,0.0,1.0,23.182466189830553,1.0,0.0,1.0,26.762203527763035
4,2014,0.0,0.0,1.0,13.637219366951724,0.0,0.0,1.0,23.182466189830553
5,2014,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.637219366951724
6,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2014,-1.0,0.0,0.0,0.6612450900477423,0.0,0.0,0.0,0.0
8,2014,-1.0,0.0,0.0,0.4862567058049952,-1.0,0.0,0.0,0.6612450900477423
9,2014,0.0,0.0,1.0,9.36041527747336,-1.0,0.0,0.0,0.4862567058049952
10,2014,0.0,0.0,0.0,0.0604285819842927,0.0,0.0,1.0,9.36041527747336
11,2014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0604285819842927
12,2014,1.0,0.0,0.0,1.568222597962053,0.0,1.0,0.0,0.0
1,2015,1.0,1.0,1.0,22.43190185476854,1.0,0.0,0.0,1.568222597962053
2,2015,1.0,1.0,1.0,23.454997851075095,1.0,1.0,1.0,22.43190185476854
3,2015,0.0,0.0,1.0,25.2991311817819,1.0,1.0,1.0,23.454997851075095
4,2015,0.0,0.0,1.0,11.520414476230497,0.0,0.0,1.0,25.2991311817819
5,2015,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.520414476230497
6,2015,-1.0,0.0,0.0,0.15893762585460358,0.0,1.0,0.0,0.0
7,2015,-1.0,0.0,0.0,0.0024863328315753,-1.0,0.0,0.0,0.15893762585460358
8,2015,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0024863328315753
9,2015,0.0,0.0,0.0,0.4242307648880521,-1.0,0.0,0.0,0.0
10,2015,0.0,1.0,0.0,0.1097717887339337,0.0,0.0,0.0,0.4242307648880521
11,2015,0.0,1.0,1.0,9.76634669203533,0.0,1.0,0.0,0.1097717887339337
12,2015,0.0,0.0,1.0,10.566754924217037,0.0,1.0,1.0,9.76634669203533
1,2016,0.0,0.0,0.0,6.513491834432551,0.0,0.0,1.0,10.566754924217037
2,2016,1.0,1.0,0.0,16.408239807097914,0.0,0.0,0.0,6.513491834432551
3,2016,1.0,0.0,1.0,17.59251777693447,1.0,1.0,0.0,16.408239807097914
4,2016,0.0,1.0,1.0,21.18862215345944,1.0,0.0,1.0,17.59251777693447
5,2016,0.0,1.0,0.0,6.820433573525052,0.0,1.0,1.0,21.18862215345944
6,2016,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.820433573525052
7,2016,-1.0,0.0,0.0,2.298502772046707,-1.0,0.0,0.0,0.0
8,2016,-1.0,0.0,0.0,1.2740210715702485,-1.0,0.0,0.0,2.298502772046707
9,2016,0.0,0.0,0.0,0.27979998175013887,-1.0,0.0,0.0,1.2740210715702485
10,2016,0.0,0.0,0.0,0.0158043853404556,0.0,0.0,0.0,0.27979998175013887
11,2016,0.0,0.0,0.0,1.8141182821944755,0.0,0.0,0.0,0.0158043853404556
12,2016,0.0,0.0,0.0,0.5190650771324562,0.0,0.0,0.0,1.8141182821944755
1,2017,1.0,0.0,0.0,3.6030223425696644,0.0,0.0,0.0,0.5190650771324562
2,2017,0.0,1.0,0.0,6.610731085807858,1.0,0.0,0.0,3.6030223425696644
3,2017,0.0,0.0,1.0,25.98017200071309,0.0,1.0,0.0,6.610731085807858
4,2017,0.0,0.0,0.0,5.0978172614551465,0.0,0.0,1.0,25.98017200071309
5,2017,0.0,0.0,0.0,6.475677909652771,0.0,0.0,0.0,5.0978172614551465
6,2017,-1.0,0.0,0.0,23.42318912410932,0.0,0.0,0.0,6.475677909652771
7,2017,-1.0,-1.0,0.0,5.452642353142205,-1.0,0.0,0.0,23.42318912410932
8,2017,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,5.452642353142205
9,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2017,0.0,1.0,0.0,4.043571917735845,0.0,0.0,0.0,0.0
12,2017,1.0,1.0,1.0,27.521145991717674,0.0,1.0,0.0,4.043571917735845
1,2018,1.0,0.0,1.0,14.321349728848425,1.0,1.0,1.0,27.521145991717674
2,2018,1.0,0.0,0.0,1.075576275512822,1.0,0.0,1.0,14.321349728848425
3,2018,0.0,0.0,0.0,0.9413760312152621,1.0,0.0,0.0,1.075576275512822
4,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9413760312152621
5,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2018,-1.0,0.0,0.0,0.6563659852630483,0.0,0.0,0.0,0.0
7,2018,-1.0,0.0,0.0,0.9888962176898966,-1.0,0.0,0.0,0.6563659852630483
8,2018,0.0,0.0,0.0,3.504020620984351,-1.0,0.0,0.0,0.9888962176898966
9,2018,0.0,0.0,1.0,15.724947815586738,0.0,0.0,0.0,3.504020620984351
10,2018,0.0,0.0,1.0,13.33935413349539,0.0,0.0,1.0,15.724947815586738
11,2018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.33935413349539
12,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2019,1.0,0.0,0.0,6.905483086197912,0.0,0.0,0.0,0.0
2,2019,1.0,1.0,1.0,24.333809046602504,1.0,0.0,0.0,6.905483086197912
3,2019,1.0,0.0,1.0,20.522534230640805,1.0,1.0,1.0,24.333809046602504
4,2019,0.0,0.0,0.0,2.4116548927137615,1.0,0.0,1.0,20.522534230640805
5,2019,0.0,0.0,0.0,0.8186067075711108,0.0,0.0,0.0,2.4116548927137615
6,2019,-1.0,0.0,0.0,0.1281551462343696,0.0,0.0,0.0,0.8186067075711108
7,2019,-1.0,0.0,0.0,0.5756752389690231,-1.0,0.0,0.0,0.1281551462343696
8,2019,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.5756752389690231
9,2019,0.0,0.0,0.0,0.8353883882127331,-1.0,0.0,0.0,0.0
10,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8353883882127331
11,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
