# This file contains Irrigation restriction CDF's for the ND,ND dissagreation 
# This file is intended to be used by the IID. 
# file generated by f_rest_to_cdf.py   Author: Bryn Gibson    Date: 2021-05-06 10:32:43.197892 
# restriction record use for generation C:\Users\dumon\python_projects\SLMACC-2020-CSRA\Climate_Shocks\supporting_data\restriction_record_detrend.csv 
# Event data record used for generation C:\Users\dumon\python_projects\SLMACC-2020-CSRA\Climate_Shocks\supporting_data\event_definition_data.csv 
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.76,0.8888888888888888,0.8518518518518519,0.8076923076923077,0.76,0.6799999999999999,0.6428571428571428,0.3214285714285714,0.38461538461538464,0.3928571428571429,0.14814814814814814,0.46428571428571425
0.25,0.32,0.48148148148148145,0.5925925925925926,0.38461538461538464,0.28,0.24,0.14285714285714285,0.14285714285714285,0.07692307692307693,0.07142857142857142,0.037037037037037035,0.17857142857142855
0.5,0.12,0.25925925925925924,0.3333333333333333,0.19230769230769232,0.12,0.12,0.03571428571428571,0.0,0.038461538461538464,0.0,0.037037037037037035,0.03571428571428571
0.75,0.0,0.1111111111111111,0.18518518518518517,0.07692307692307693,0.04,0.08,0.03571428571428571,0.0,0.0,0.0,0.037037037037037035,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
