,9,10,11,12,1,2,3,4
0.01,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.02,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.03,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.04,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.05,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.06,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.07,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.09,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.1,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.11,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.12,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.13,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.14,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.15,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.16,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.17,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.18,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.19,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.2,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.21,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.22,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.23,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.24,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.25,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.26,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.27,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.28,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.29,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.3,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.31,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.32,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.33,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.34,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.35,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.36,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.37,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.38,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.39,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.4,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.41,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.42,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
0.43,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.012786880379156219,1e-08
0.44,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.0312568187046041,1e-08
0.45,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.04972675703005212,0.006079759350578353
0.46,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.0681966953555,0.012159518701156707
0.47,1e-08,1e-08,1e-08,1e-08,1e-08,0.005761699152676476,0.0833603031294916,0.01823927805173506
0.48,1e-08,1e-08,1e-08,1e-08,1e-08,0.012570979969476025,0.09792275989412773,0.024319037402313413
0.49,1e-08,1e-08,1e-08,1e-08,0.0062753258248732765,0.019380260786275527,0.11248521665876375,0.0303998497919009
0.5,1e-08,1e-08,1e-08,1e-08,0.012550651649746553,0.026189541603075028,0.1270476734233998,0.03648066218148838
0.51,1e-08,1e-08,1e-08,1e-08,0.01882597747461983,0.041367963252272946,0.1450591724781489,0.04256147457107586
0.52,1e-08,1e-08,1e-08,1e-08,0.025101303299493106,0.05654638490147086,0.163070671532898,0.04864228696066335
0.53,1e-08,1e-08,1e-08,1e-08,0.031032527827568383,0.07172480655066887,0.18108217058764725,0.05748806229938365
0.54,1e-08,1e-08,1e-08,1e-08,0.03696375235564366,0.095035287495966,0.19789405705116292,0.06633383763810397
0.55,1e-08,1e-08,1e-08,1e-08,0.04289497688371898,0.16307209456980754,0.20810807426289485,0.07517961297682432
0.56,1e-08,1e-08,1e-08,1e-08,0.04882620141179427,0.2311089016436495,0.21832209147462683,0.08402538831554464
0.57,1e-08,1e-08,1e-08,1e-08,0.05631744906708708,0.2991457087174901,0.2285361086863586,0.09437061221257884
0.58,1e-08,1e-08,1e-08,1e-08,0.06380869672237999,0.34950117593183083,0.236893376576507,0.10471583610961319
0.59,1e-08,1e-08,1e-08,1e-08,0.07129994437767297,0.3600736284622936,0.2410729584930924,0.11506106000664759
0.6,1e-08,1e-08,1e-08,1e-08,0.07879119203296588,0.37064608099275637,0.24525254040967776,0.12540628390368194
0.61,1e-08,1e-08,1e-08,1e-08,0.08511251900537593,0.3812185335232191,0.24943212232626313,0.13485564990779625
0.62,1e-08,1e-08,1e-08,1e-08,0.09143384597778598,0.38882422486430634,0.2535280788479414,0.14430501591191058
0.63,1e-08,1e-08,1e-08,1e-08,0.09775517295019603,0.3929686948177886,0.25752647240889454,0.1537543819160249
0.64,1e-08,1e-08,1e-08,1e-08,0.10407649992260609,0.39711316477127095,0.26152486596984775,0.1632037479201392
0.65,1e-08,1e-08,1e-08,1e-08,0.11469735639618939,0.4012576347247533,0.26552325953080097,0.1898867285257497
0.66,1e-08,1e-08,1e-08,1e-08,0.12531821286977268,0.40446629147554153,0.29728585395633905,0.2165697091313602
0.67,1e-08,1e-08,1e-08,1e-08,0.135939069343356,0.40709006497464606,0.34640107392224306,0.2432526897369707
0.68,1e-08,1e-08,1e-08,1e-08,0.1465599258169393,0.40971383847375054,0.39551629388814635,0.2699356703425812
0.69,1e-08,1e-08,1e-08,1e-08,0.1538878892889366,0.41233761197285507,0.44463151385404964,0.28099750526186046
0.7,1e-08,1e-08,1e-08,1e-08,0.1612158527609339,0.41365150523002775,0.47533761963993765,0.2920593401811397
0.71,1e-08,1e-08,1e-08,1e-08,0.1685438162329312,0.4145724344146209,0.5005209911718206,0.30312117510041897
0.72,1e-08,1e-08,1e-08,1e-08,0.17587177970492848,0.415493363599214,0.5257043627037032,0.31418301001969823
0.73,1e-08,1e-08,1e-08,1e-08,0.1897569055801052,0.41641429278380715,0.5508877342355862,0.3326103816169101
0.74,1e-08,1e-08,1e-08,1e-08,0.2036420314552819,0.42873977102588123,0.5649933715823512,0.35103775321412195
0.75,1e-08,1e-08,1e-08,1e-08,0.2175271573304586,0.4420156283560789,0.57817586441369,0.3694651248113338
0.76,1e-08,1e-08,1e-08,1e-08,0.2314122832056353,0.4552914856862766,0.5913583572450287,0.3878924964085457
0.77,1e-08,1e-08,1e-08,1e-08,0.23593045961014025,0.4700284940995982,0.6051582008480038,0.4037754580063905
0.78,1e-08,1e-08,1e-08,1e-08,0.24044863601464522,0.5022993155104093,0.6263662537106178,0.4196584196042353
0.79,1e-08,1e-08,1e-08,1e-08,0.24496681241915017,0.5345701369212199,0.6475743065732317,0.4355413812020801
0.8,1e-08,1e-08,1e-08,1e-08,0.2494849888236551,0.566840958332031,0.6687823594358459,0.4514243427999249
0.81,1e-08,1e-08,1e-08,1e-08,0.26502821025380147,0.5975422192106717,0.6878269364116628,0.4769015015299739
0.82,1e-08,1e-08,1e-08,0.010021278844840973,0.2805714316839478,0.6230116116487444,0.699659927098156,0.5023786602600229
0.83,1e-08,1e-08,1e-08,0.029348030902749202,0.2961146531140942,0.6484810040868171,0.7114929177846494,0.527855818990072
0.84,1e-08,1e-08,1e-08,0.04867478296065718,0.31165787454424054,0.6739503965248901,0.7233259084711428,0.5533329777201209
0.85,1e-08,1e-08,1e-08,0.06800153501856515,0.32440276749612507,0.6945193114162603,0.7459247441793699,0.5727086582450431
0.86,1e-08,0.005143933457680497,1e-08,0.08810510163923914,0.3371476604480096,0.7072474622329067,0.7857489319223722,0.5920843387699652
0.87,1e-08,0.011456942701197492,1e-08,0.10838521702417814,0.34989255339989406,0.7199756130495529,0.8255731196653744,0.6114600192948874
